,conf,currYr,label,source,value,year,unit
0,95.0,1.0,Notes,Notes 2018 2017,2018,2018.0,"$2,253"
1,95.0,0.0,Notes,Notes 2018 2017,2017,2017.0,"$2,253"
2,96.0,1.0,Client and other receivables,Client and other receivables 5 9029 90044,9029,2018.0,"$2,253"
3,96.0,0.0,Client and other receivables,Client and other receivables 5 9029 90044,90044,2017.0,"$2,253"
4,96.0,1.0,Cash and cash equivalents,Cash and cash equivalents 74703 374,74703,2018.0,"$2,253"
5,96.0,0.0,Cash and cash equivalents,Cash and cash equivalents 74703 374,374,2017.0,"$2,253"
6,96.0,1.0,Total assets,Total assets 83732 90418,83732,2018.0,"$2,253"
7,92.0,0.0,Total assets,Total assets 83732 90418,90418,2017.0,"$2,253"
8,96.0,1.0,Trade and other payables,Trade and other payables 6 52253 45691,52253,2018.0,"$2,253"
9,94.0,0.0,Trade and other payables,Trade and other payables 6 52253 45691,45691,2017.0,"$2,253"
10,96.0,1.0,Members capital classified as a liability,Members capital classified as a liability 153590 160394 205843 206085,205843,2018.0,"$2,253"
11,95.0,0.0,Members capital classified as a liability,Members capital classified as a liability 153590 160394 205843 206085,206085,2017.0,"$2,253"
12,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 122111 115667,122111,2018.0,"$2,253"
13,95.0,0.0,Total assets less current liabilities,Total assets less current liabilities 122111 115667,115667,2017.0,"$2,253"
14,96.0,1.0,Net liabilities attributable to members,Net liabilities attributable to members 122111 115667,122111,2018.0,"$2,253"
15,95.0,0.0,Net liabilities attributable to members,Net liabilities attributable to members 122111 115667,115667,2017.0,"$2,253"
16,96.0,1.0,Other reserves classified as members other interests,Other reserves classified as members other interests 7 122111 115667,122111,2018.0,"$2,253"
17,96.0,0.0,Other reserves classified as members other interests,Other reserves classified as members other interests 7 122111 115667,115667,2017.0,"$2,253"
18,96.0,1.0,Total members other interests,Total members other interests 122111 115667,122111,2018.0,"$2,253"
19,95.0,0.0,Total members other interests,Total members other interests 122111 115667,115667,2017.0,"$2,253"
20,96.0,1.0,Members other reserves,Members other reserves 7 122111 115667,122111,2018.0,"$2,253"
21,96.0,0.0,Members other reserves,Members other reserves 7 122111 115667,115667,2017.0,"$2,253"
22,96.0,1.0,Members capital classified as a liability,Members capital classified as a liability 7 153590 160394,153590,2018.0,"$2,253"
23,96.0,0.0,Members capital classified as a liability,Members capital classified as a liability 7 153590 160394,160394,2017.0,"$2,253"
