,conf,currYr,label,source,value,year,unit
0,95.0,1.0,Tangible assets,Tangible assets 4 129 172,129,2017.0,£
1,96.0,0.0,Tangible assets,Tangible assets 4 129 172,172,2016.0,£
2,96.0,1.0,Debtors, Debtors 5 309,5,2017.0,£
3,96.0,0.0,Debtors, Debtors 5 309,309,2016.0,£
4,96.0,1.0,Cash at bank,Cash at bank 423 956,423,2017.0,£
5,94.0,0.0,Cash at bank,Cash at bank 423 956,956,2016.0,£
6,96.0,1.0,Amounts falling due within one year,Amounts falling due within one year 6 2406 1828,2406,2017.0,£
7,96.0,0.0,Amounts falling due within one year,Amounts falling due within one year 6 2406 1828,1828,2016.0,£
8,96.0,1.0,NET CURRENT LIABILITIES,NET CURRENT LIABILITIES 1674 872,1674,2017.0,£
9,96.0,0.0,NET CURRENT LIABILITIES,NET CURRENT LIABILITIES 1674 872,872,2016.0,£
10,96.0,1.0,LIABILITIES,LIABILITIES 1545 700,1545,2017.0,£
11,96.0,0.0,LIABILITIES,LIABILITIES 1545 700,700,2016.0,£
12,95.0,1.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 25 34,25,2017.0,£
13,96.0,0.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 25 34,34,2016.0,£
14,96.0,1.0,NET LIABILITIES,NET LIABILITIES 1570 734,1570,2017.0,£
15,96.0,0.0,NET LIABILITIES,NET LIABILITIES 1570 734,734,2016.0,£
16,96.0,1.0,Called up share capital,Called up share capital 7 100 100,100,2017.0,£
17,96.0,0.0,Called up share capital,Called up share capital 7 100 100,100,2016.0,£
18,96.0,1.0,Retained earnings,Retained earnings 1670 834,1670,2017.0,£
19,95.0,0.0,Retained earnings,Retained earnings 1670 834,834,2016.0,£
20,96.0,1.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 1570 734,1570,2017.0,£
21,94.0,0.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 1570 734,734,2016.0,£
