,conf,currYr,label,source,value,year,unit
0,95.0,1.0,Investments,Investments  3 1 1,1,2018.0,£
1,95.0,0.0,Investments,Investments  3 1 1,1,2017.0,£
2,95.0,1.0,Debtors,Debtors 4 9 9,9,2018.0,£
3,96.0,0.0,Debtors,Debtors 4 9 9,9,2017.0,£
4,94.0,1.0,Amounts falling due within one year,Amounts falling due within one year 5 1 1,1,2018.0,£
5,96.0,0.0,Amounts falling due within one year,Amounts falling due within one year 5 1 1,1,2017.0,£
6,95.0,1.0,NET CURRENT ASSETS,NET CURRENT ASSETS 8 8,8,2018.0,£
7,96.0,0.0,NET CURRENT ASSETS,NET CURRENT ASSETS 8 8,8,2017.0,£
8,96.0,1.0,LIABILITIES,LIABILITIES 9 9,9,2018.0,£
9,96.0,0.0,LIABILITIES,LIABILITIES 9 9,9,2017.0,£
10,96.0,1.0,Called up share capital,Called up share capital 9 9,9,2018.0,£
11,96.0,0.0,Called up share capital,Called up share capital 9 9,9,2017.0,£
12,95.0,1.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 9 9,9,2018.0,£
13,96.0,0.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 9 9,9,2017.0,£
